name,types,weaknesses,evolutions,generation,is_legendary,is_mythical,hp,attack,defense,speed,special_attack,special_defense
qwilfish,"['water', 'poison']","['psychic', 'electric', 'grass', 'ground']","['qwilfish', 'overqwil']",2,False,False,65,95,85,85,55,55
scizor,"['bug', 'steel']","['fire', 'flying', 'ground', 'rock', 'fighting']","['scyther', 'scizor']",2,False,False,70,130,100,65,55,80
shuckle,"['bug', 'rock']","['fire', 'water', 'flying', 'ground', 'steel', 'grass', 'rock', 'fighting']",['shuckle'],2,False,False,20,10,230,5,10,230
heracross,"['bug', 'fighting']","['psychic', 'fire', 'flying', 'fairy', 'rock']",['heracross'],2,False,False,80,125,75,85,40,95
sneasel,"['dark', 'ice']","['fire', 'steel', 'bug', 'fairy', 'rock', 'fighting']","['sneasel', 'weavile']",2,False,False,55,95,55,115,35,75
teddiursa,['normal'],['fighting'],"['teddiursa', 'ursaring', 'ursaluna']",2,False,False,60,80,50,40,50,50
ursaring,['normal'],['fighting'],"['teddiursa', 'ursaring', 'ursaluna']",2,False,False,90,130,75,55,75,75
slugma,['fire'],"['water', 'rock', 'ground']","['slugma', 'magcargo']",2,False,False,40,40,40,20,70,40
magcargo,"['fire', 'rock']","['water', 'ground', 'steel', 'grass', 'rock', 'fighting']","['slugma', 'magcargo']",2,False,False,60,50,120,30,90,80
swinub,"['ice', 'ground']","['fire', 'ice', 'water', 'grass', 'steel', 'rock', 'fighting']","['swinub', 'piloswine', 'mamoswine']",2,False,False,50,50,40,50,30,30
piloswine,"['ice', 'ground']","['fire', 'ice', 'water', 'grass', 'steel', 'rock', 'fighting']","['swinub', 'piloswine', 'mamoswine']",2,False,False,100,100,80,50,60,60
corsola,"['water', 'rock']","['electric', 'water', 'grass', 'steel', 'ground', 'fighting']","['corsola', 'cursola']",2,False,False,65,55,95,35,65,95
remoraid,['water'],"['electric', 'grass']","['remoraid', 'octillery']",2,False,False,35,65,35,65,65,35
octillery,['water'],"['electric', 'grass']","['remoraid', 'octillery']",2,False,False,75,105,75,45,105,75
delibird,"['ice', 'flying']","['fire', 'electric', 'ice', 'steel', 'rock', 'fighting']",['delibird'],2,False,False,45,55,45,75,65,45
mantine,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['mantyke', 'mantine']",2,False,False,85,40,70,70,80,140
skarmory,"['steel', 'flying']","['fire', 'electric', 'ice', 'ground', 'rock', 'fighting']",['skarmory'],2,False,False,65,80,140,70,40,70
houndour,"['dark', 'fire']","['water', 'ground', 'bug', 'fairy', 'rock', 'fighting']","['houndour', 'houndoom']",2,False,False,45,60,30,65,80,50
houndoom,"['dark', 'fire']","['water', 'ground', 'bug', 'fairy', 'rock', 'fighting']","['houndour', 'houndoom']",2,False,False,75,90,50,95,110,80
kingdra,"['water', 'dragon']","['dragon', 'electric', 'ice', 'grass', 'fairy']","['horsea', 'seadra', 'kingdra']",2,False,False,75,95,95,85,95,95
phanpy,['ground'],"['ice', 'water', 'grass']","['phanpy', 'donphan']",2,False,False,90,60,60,40,40,40
donphan,['ground'],"['ice', 'water', 'grass']","['phanpy', 'donphan']",2,False,False,90,120,120,50,60,60
porygon2,['normal'],['fighting'],"['porygon', 'porygon2', 'porygon-z']",2,False,False,85,80,90,60,105,95
stantler,['normal'],['fighting'],"['stantler', 'wyrdeer']",2,False,False,73,95,62,85,85,65
smeargle,['normal'],['fighting'],['smeargle'],2,False,False,55,20,35,75,20,45
tyrogue,['fighting'],"['fairy', 'psychic', 'flying']","['tyrogue', 'hitmonlee']",2,False,False,35,35,35,35,35,35
hitmontop,['fighting'],"['fairy', 'psychic', 'flying']","['tyrogue', 'hitmonlee']",2,False,False,50,95,95,70,35,110
smoochum,"['ice', 'psychic']","['fire', 'dark', 'ghost', 'steel', 'bug', 'rock', 'fighting']","['smoochum', 'jynx']",2,False,False,45,30,15,65,85,65
elekid,['electric'],['ground'],"['elekid', 'electabuzz', 'electivire']",2,False,False,45,63,37,95,65,55
magby,['fire'],"['water', 'rock', 'ground']","['magby', 'magmar', 'magmortar']",2,False,False,45,75,37,83,70,55
miltank,['normal'],['fighting'],['miltank'],2,False,False,95,80,105,100,40,70
blissey,['normal'],['fighting'],"['happiny', 'chansey', 'blissey']",2,False,False,255,10,10,55,75,135
raikou,['electric'],['ground'],['raikou'],2,True,False,90,85,75,115,115,100
entei,['fire'],"['water', 'rock', 'ground']",['entei'],2,True,False,115,115,85,100,90,75
suicune,['water'],"['electric', 'grass']",['suicune'],2,True,False,100,75,115,85,90,115
larvitar,"['rock', 'ground']","['ice', 'water', 'ground', 'steel', 'grass', 'fighting']","['larvitar', 'pupitar', 'tyranitar']",2,False,False,50,64,50,41,45,50
pupitar,"['rock', 'ground']","['ice', 'water', 'ground', 'steel', 'grass', 'fighting']","['larvitar', 'pupitar', 'tyranitar']",2,False,False,70,84,70,51,65,70
tyranitar,"['rock', 'dark']","['water', 'ground', 'steel', 'grass', 'bug', 'fairy', 'fighting']","['larvitar', 'pupitar', 'tyranitar']",2,False,False,100,134,110,61,95,100
lugia,"['psychic', 'flying']","['electric', 'dark', 'ice', 'ghost', 'bug', 'rock']",['lugia'],2,True,False,106,90,130,110,90,154
ho-oh,"['fire', 'flying']","['electric', 'ice', 'water', 'ground', 'rock']",['ho-oh'],2,True,False,106,130,90,90,110,154
celebi,"['psychic', 'grass']","['poison', 'fire', 'dark', 'ice', 'flying', 'ghost', 'bug']",['celebi'],2,False,True,100,100,100,100,100,100
treecko,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['treecko', 'grovyle', 'sceptile']",3,False,False,40,45,35,70,65,55
grovyle,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['treecko', 'grovyle', 'sceptile']",3,False,False,50,65,45,95,85,65
sceptile,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['treecko', 'grovyle', 'sceptile']",3,False,False,70,85,65,120,105,85
torchic,['fire'],"['water', 'rock', 'ground']","['torchic', 'combusken', 'blaziken']",3,False,False,45,60,40,45,70,50
combusken,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['torchic', 'combusken', 'blaziken']",3,False,False,60,85,60,55,85,60
blaziken,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['torchic', 'combusken', 'blaziken']",3,False,False,80,120,70,80,110,70
mudkip,['water'],"['electric', 'grass']","['mudkip', 'marshtomp', 'swampert']",3,False,False,50,70,50,40,50,50
marshtomp,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['mudkip', 'marshtomp', 'swampert']",3,False,False,70,85,70,50,60,70
swampert,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['mudkip', 'marshtomp', 'swampert']",3,False,False,100,110,90,60,85,90
poochyena,['dark'],"['fairy', 'fighting', 'bug']","['poochyena', 'mightyena']",3,False,False,35,55,35,35,30,30
mightyena,['dark'],"['fairy', 'fighting', 'bug']","['poochyena', 'mightyena']",3,False,False,70,90,70,70,60,60
zigzagoon,['normal'],['fighting'],"['zigzagoon', 'linoone', 'obstagoon']",3,False,False,38,30,41,60,30,41
linoone,['normal'],['fighting'],"['zigzagoon', 'linoone', 'obstagoon']",3,False,False,78,70,61,100,50,61
wurmple,['bug'],"['fire', 'rock', 'flying']","['wurmple', 'silcoon', 'beautifly']",3,False,False,45,45,35,20,20,30
silcoon,['bug'],"['fire', 'rock', 'flying']","['wurmple', 'silcoon', 'beautifly']",3,False,False,50,35,55,15,25,25
beautifly,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['wurmple', 'silcoon', 'beautifly']",3,False,False,60,70,50,65,100,50
cascoon,['bug'],"['fire', 'rock', 'flying']","['wurmple', 'silcoon', 'beautifly']",3,False,False,50,35,55,15,25,25
dustox,"['bug', 'poison']","['psychic', 'fire', 'flying', 'ground', 'rock']","['wurmple', 'silcoon', 'beautifly']",3,False,False,60,50,70,65,50,90
lotad,"['water', 'grass']","['poison', 'fire', 'electric', 'ice', 'flying', 'grass', 'bug']","['lotad', 'lombre', 'ludicolo']",3,False,False,40,30,30,30,40,50
lombre,"['water', 'grass']","['poison', 'fire', 'electric', 'ice', 'flying', 'grass', 'bug']","['lotad', 'lombre', 'ludicolo']",3,False,False,60,50,50,50,60,70
ludicolo,"['water', 'grass']","['poison', 'fire', 'electric', 'ice', 'flying', 'grass', 'bug']","['lotad', 'lombre', 'ludicolo']",3,False,False,80,70,70,70,90,100
seedot,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['seedot', 'nuzleaf', 'shiftry']",3,False,False,40,40,50,30,30,30
nuzleaf,"['grass', 'dark']","['fire', 'poison', 'ice', 'flying', 'bug', 'fairy', 'fighting']","['seedot', 'nuzleaf', 'shiftry']",3,False,False,70,70,40,60,60,40
shiftry,"['grass', 'dark']","['fire', 'poison', 'ice', 'flying', 'bug', 'fairy', 'fighting']","['seedot', 'nuzleaf', 'shiftry']",3,False,False,90,100,60,80,90,60
taillow,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['taillow', 'swellow']",3,False,False,40,55,30,85,30,30
swellow,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['taillow', 'swellow']",3,False,False,60,85,60,125,75,50
wingull,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['wingull', 'pelipper']",3,False,False,40,30,30,85,55,30
pelipper,"['water', 'flying']","['ice', 'electric', 'grass', 'rock']","['wingull', 'pelipper']",3,False,False,60,50,100,65,95,70
ralts,"['psychic', 'fairy']","['poison', 'dark', 'ghost', 'steel', 'bug']","['ralts', 'kirlia', 'gardevoir']",3,False,False,28,25,25,40,45,35
kirlia,"['psychic', 'fairy']","['poison', 'dark', 'ghost', 'steel', 'bug']","['ralts', 'kirlia', 'gardevoir']",3,False,False,38,35,35,50,65,55
gardevoir,"['psychic', 'fairy']","['poison', 'dark', 'ghost', 'steel', 'bug']","['ralts', 'kirlia', 'gardevoir']",3,False,False,68,65,65,80,125,115
surskit,"['bug', 'water']","['fire', 'electric', 'flying', 'grass', 'rock']","['surskit', 'masquerain']",3,False,False,40,30,32,65,50,52
masquerain,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['surskit', 'masquerain']",3,False,False,70,60,62,80,100,82
shroomish,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['shroomish', 'breloom']",3,False,False,60,40,60,35,40,60
breloom,"['grass', 'fighting']","['fire', 'poison', 'psychic', 'ice', 'flying', 'bug', 'fairy']","['shroomish', 'breloom']",3,False,False,60,130,80,70,60,60
slakoth,['normal'],['fighting'],"['slakoth', 'vigoroth', 'slaking']",3,False,False,60,60,60,30,35,35
vigoroth,['normal'],['fighting'],"['slakoth', 'vigoroth', 'slaking']",3,False,False,80,80,80,90,55,55
slaking,['normal'],['fighting'],"['slakoth', 'vigoroth', 'slaking']",3,False,False,150,160,100,100,95,65
nincada,"['bug', 'ground']","['fire', 'ice', 'water', 'flying', 'grass', 'rock']","['nincada', 'ninjask']",3,False,False,31,45,90,40,30,30
ninjask,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['nincada', 'ninjask']",3,False,False,61,90,45,160,50,50
shedinja,"['bug', 'ghost']","['fire', 'dark', 'flying', 'ghost', 'rock']","['nincada', 'ninjask']",3,False,False,1,90,45,40,30,30
whismur,['normal'],['fighting'],"['whismur', 'loudred', 'exploud']",3,False,False,64,51,23,28,51,23
loudred,['normal'],['fighting'],"['whismur', 'loudred', 'exploud']",3,False,False,84,71,43,48,71,43
exploud,['normal'],['fighting'],"['whismur', 'loudred', 'exploud']",3,False,False,104,91,63,68,91,73
makuhita,['fighting'],"['fairy', 'psychic', 'flying']","['makuhita', 'hariyama']",3,False,False,72,60,30,25,20,30
hariyama,['fighting'],"['fairy', 'psychic', 'flying']","['makuhita', 'hariyama']",3,False,False,144,120,60,50,40,60
azurill,"['normal', 'fairy']","['poison', 'fighting', 'steel']","['azurill', 'marill', 'azumarill']",3,False,False,50,20,40,20,20,40
nosepass,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['nosepass', 'probopass']",3,False,False,30,45,135,30,45,90
skitty,['normal'],['fighting'],"['skitty', 'delcatty']",3,False,False,50,45,45,50,35,35
delcatty,['normal'],['fighting'],"['skitty', 'delcatty']",3,False,False,70,65,65,90,55,55
sableye,"['dark', 'ghost']","['dark', 'ghost', 'bug', 'fairy', 'fighting']",['sableye'],3,False,False,50,75,75,50,65,65
mawile,"['steel', 'fairy']","['poison', 'fire', 'ground', 'steel', 'fighting']",['mawile'],3,False,False,50,85,85,50,55,55
aron,"['steel', 'rock']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['aron', 'lairon', 'aggron']",3,False,False,50,70,100,30,40,40
lairon,"['steel', 'rock']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['aron', 'lairon', 'aggron']",3,False,False,60,90,140,40,50,50
aggron,"['steel', 'rock']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['aron', 'lairon', 'aggron']",3,False,False,70,110,180,50,60,60
meditite,"['fighting', 'psychic']","['psychic', 'dark', 'flying', 'ghost', 'bug', 'fairy']","['meditite', 'medicham']",3,False,False,30,40,55,60,40,55
medicham,"['fighting', 'psychic']","['psychic', 'dark', 'flying', 'ghost', 'bug', 'fairy']","['meditite', 'medicham']",3,False,False,60,60,75,80,60,75
electrike,['electric'],['ground'],"['electrike', 'manectric']",3,False,False,40,45,40,65,65,40
manectric,['electric'],['ground'],"['electrike', 'manectric']",3,False,False,70,75,60,105,105,60
plusle,['electric'],['ground'],['plusle'],3,False,False,60,50,40,95,85,75
minun,['electric'],['ground'],['minun'],3,False,False,60,40,50,95,75,85
volbeat,['bug'],"['fire', 'rock', 'flying']",['volbeat'],3,False,False,65,73,75,85,47,85
illumise,['bug'],"['fire', 'rock', 'flying']",['illumise'],3,False,False,65,47,75,85,73,85
roselia,"['grass', 'poison']","['fire', 'poison', 'psychic', 'ice', 'flying', 'ground', 'bug']","['budew', 'roselia', 'roserade']",3,False,False,50,60,45,65,100,80
gulpin,['poison'],"['psychic', 'ground']","['gulpin', 'swalot']",3,False,False,70,43,53,40,43,53
swalot,['poison'],"['psychic', 'ground']","['gulpin', 'swalot']",3,False,False,100,73,83,55,73,83
carvanha,"['water', 'dark']","['electric', 'grass', 'bug', 'fairy', 'fighting']","['carvanha', 'sharpedo']",3,False,False,45,90,20,65,65,20
sharpedo,"['water', 'dark']","['electric', 'grass', 'bug', 'fairy', 'fighting']","['carvanha', 'sharpedo']",3,False,False,70,120,40,95,95,40
wailmer,['water'],"['electric', 'grass']","['wailmer', 'wailord']",3,False,False,130,70,35,60,70,35
wailord,['water'],"['electric', 'grass']","['wailmer', 'wailord']",3,False,False,170,90,45,60,90,45
numel,"['fire', 'ground']","['ice', 'water', 'ground', 'grass', 'rock']","['numel', 'camerupt']",3,False,False,60,60,40,35,65,45
camerupt,"['fire', 'ground']","['ice', 'water', 'ground', 'grass', 'rock']","['numel', 'camerupt']",3,False,False,70,100,70,40,105,75
torkoal,['fire'],"['water', 'rock', 'ground']",['torkoal'],3,False,False,70,85,140,20,85,70
spoink,['psychic'],"['dark', 'ghost', 'bug']","['spoink', 'grumpig']",3,False,False,60,25,35,60,70,80
grumpig,['psychic'],"['dark', 'ghost', 'bug']","['spoink', 'grumpig']",3,False,False,80,45,65,80,90,110
spinda,['normal'],['fighting'],['spinda'],3,False,False,60,60,60,60,60,60
trapinch,['ground'],"['ice', 'water', 'grass']","['trapinch', 'vibrava', 'flygon']",3,False,False,45,100,45,10,45,45
vibrava,"['ground', 'dragon']","['dragon', 'ice', 'water', 'grass', 'fairy']","['trapinch', 'vibrava', 'flygon']",3,False,False,50,70,50,70,50,50
flygon,"['ground', 'dragon']","['dragon', 'ice', 'water', 'grass', 'fairy']","['trapinch', 'vibrava', 'flygon']",3,False,False,80,100,80,100,80,80
cacnea,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['cacnea', 'cacturne']",3,False,False,50,85,40,35,85,40
cacturne,"['grass', 'dark']","['fire', 'poison', 'ice', 'flying', 'bug', 'fairy', 'fighting']","['cacnea', 'cacturne']",3,False,False,70,115,60,55,115,60
swablu,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['swablu', 'altaria']",3,False,False,45,40,60,50,40,75
altaria,"['dragon', 'flying']","['dragon', 'electric', 'ice', 'fairy', 'rock']","['swablu', 'altaria']",3,False,False,75,70,90,80,70,105
zangoose,['normal'],['fighting'],['zangoose'],3,False,False,73,115,60,90,60,60
seviper,['poison'],"['psychic', 'ground']",['seviper'],3,False,False,73,100,60,65,100,60
lunatone,"['rock', 'psychic']","['dark', 'water', 'ghost', 'ground', 'steel', 'grass', 'bug', 'fighting']",['lunatone'],3,False,False,90,55,65,70,95,85
solrock,"['rock', 'psychic']","['dark', 'water', 'ghost', 'ground', 'steel', 'grass', 'bug', 'fighting']",['solrock'],3,False,False,90,95,85,70,55,65
barboach,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['barboach', 'whiscash']",3,False,False,50,48,43,60,46,41
whiscash,"['water', 'ground']","['ice', 'water', 'electric', 'grass']","['barboach', 'whiscash']",3,False,False,110,78,73,60,76,71
corphish,['water'],"['electric', 'grass']","['corphish', 'crawdaunt']",3,False,False,43,80,65,35,50,35
crawdaunt,"['water', 'dark']","['electric', 'grass', 'bug', 'fairy', 'fighting']","['corphish', 'crawdaunt']",3,False,False,63,120,85,55,90,55
baltoy,"['ground', 'psychic']","['dark', 'ice', 'water', 'ghost', 'grass', 'bug']","['baltoy', 'claydol']",3,False,False,40,40,55,55,40,70
claydol,"['ground', 'psychic']","['dark', 'ice', 'water', 'ghost', 'grass', 'bug']","['baltoy', 'claydol']",3,False,False,60,70,105,75,70,120
lileep,"['rock', 'grass']","['poison', 'fire', 'ice', 'water', 'flying', 'ground', 'steel', 'grass', 'bug', 'fighting']","['lileep', 'cradily']",3,False,False,66,41,77,23,61,87
cradily,"['rock', 'grass']","['poison', 'fire', 'ice', 'water', 'flying', 'ground', 'steel', 'grass', 'bug', 'fighting']","['lileep', 'cradily']",3,False,False,86,81,97,43,81,107
anorith,"['rock', 'bug']","['fire', 'water', 'flying', 'ground', 'steel', 'grass', 'rock', 'fighting']","['anorith', 'armaldo']",3,False,False,45,95,50,75,40,50
armaldo,"['rock', 'bug']","['fire', 'water', 'flying', 'ground', 'steel', 'grass', 'rock', 'fighting']","['anorith', 'armaldo']",3,False,False,75,125,100,45,70,80
feebas,['water'],"['electric', 'grass']","['feebas', 'milotic']",3,False,False,20,15,20,80,10,55
milotic,['water'],"['electric', 'grass']","['feebas', 'milotic']",3,False,False,95,60,79,81,100,125
castform,['normal'],['fighting'],['castform'],3,False,False,70,70,70,70,70,70
kecleon,['normal'],['fighting'],['kecleon'],3,False,False,60,90,70,40,60,120
shuppet,['ghost'],"['dark', 'ghost']","['shuppet', 'banette']",3,False,False,44,75,35,45,63,33
banette,['ghost'],"['dark', 'ghost']","['shuppet', 'banette']",3,False,False,64,115,65,65,83,63
duskull,['ghost'],"['dark', 'ghost']","['duskull', 'dusclops', 'dusknoir']",3,False,False,20,40,90,25,30,90
dusclops,['ghost'],"['dark', 'ghost']","['duskull', 'dusclops', 'dusknoir']",3,False,False,40,70,130,25,60,130
tropius,"['grass', 'flying']","['fire', 'poison', 'electric', 'ice', 'flying', 'bug', 'rock']",['tropius'],3,False,False,99,68,83,51,72,87
chimecho,['psychic'],"['dark', 'ghost', 'bug']","['chingling', 'chimecho']",3,False,False,75,50,80,65,95,90
absol,['dark'],"['fairy', 'fighting', 'bug']",['absol'],3,False,False,65,130,60,75,75,60
wynaut,['psychic'],"['dark', 'ghost', 'bug']","['wynaut', 'wobbuffet']",3,False,False,95,23,48,23,23,48
snorunt,['ice'],"['fire', 'rock', 'fighting', 'steel']","['snorunt', 'glalie']",3,False,False,50,50,50,50,50,50
glalie,['ice'],"['fire', 'rock', 'fighting', 'steel']","['snorunt', 'glalie']",3,False,False,80,80,80,80,80,80
spheal,"['ice', 'water']","['fire', 'electric', 'grass', 'steel', 'rock', 'fighting']","['spheal', 'sealeo', 'walrein']",3,False,False,70,40,50,25,55,50
sealeo,"['ice', 'water']","['fire', 'electric', 'grass', 'steel', 'rock', 'fighting']","['spheal', 'sealeo', 'walrein']",3,False,False,90,60,70,45,75,70
walrein,"['ice', 'water']","['fire', 'electric', 'grass', 'steel', 'rock', 'fighting']","['spheal', 'sealeo', 'walrein']",3,False,False,110,80,90,65,95,90
clamperl,['water'],"['electric', 'grass']","['clamperl', 'huntail']",3,False,False,35,64,85,32,74,55
huntail,['water'],"['electric', 'grass']","['clamperl', 'huntail']",3,False,False,55,104,105,52,94,75
gorebyss,['water'],"['electric', 'grass']","['clamperl', 'huntail']",3,False,False,55,84,105,52,114,75
relicanth,"['water', 'rock']","['electric', 'water', 'grass', 'steel', 'ground', 'fighting']",['relicanth'],3,False,False,100,90,130,55,45,65
luvdisc,['water'],"['electric', 'grass']",['luvdisc'],3,False,False,43,30,55,97,40,65
bagon,['dragon'],"['ice', 'fairy', 'dragon']","['bagon', 'shelgon', 'salamence']",3,False,False,45,75,60,50,40,30
shelgon,['dragon'],"['ice', 'fairy', 'dragon']","['bagon', 'shelgon', 'salamence']",3,False,False,65,95,100,50,60,50
salamence,"['dragon', 'flying']","['dragon', 'electric', 'ice', 'fairy', 'rock']","['bagon', 'shelgon', 'salamence']",3,False,False,95,135,80,100,110,80
beldum,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']","['beldum', 'metang', 'metagross']",3,False,False,40,55,80,30,35,60
metang,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']","['beldum', 'metang', 'metagross']",3,False,False,60,75,100,50,55,80
metagross,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']","['beldum', 'metang', 'metagross']",3,False,False,80,135,130,70,95,90
regirock,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']",['regirock'],3,True,False,80,100,200,50,50,100
regice,['ice'],"['fire', 'rock', 'fighting', 'steel']",['regice'],3,True,False,80,50,100,50,100,200
registeel,['steel'],"['fire', 'fighting', 'ground']",['registeel'],3,True,False,80,75,150,50,75,150
latias,"['dragon', 'psychic']","['dragon', 'dark', 'ice', 'ghost', 'bug', 'fairy']",['latias'],3,True,False,80,80,90,110,110,130
latios,"['dragon', 'psychic']","['dragon', 'dark', 'ice', 'ghost', 'bug', 'fairy']",['latios'],3,True,False,80,90,80,110,130,110
kyogre,['water'],"['electric', 'grass']",['kyogre'],3,True,False,100,100,90,90,150,140
groudon,['ground'],"['ice', 'water', 'grass']",['groudon'],3,True,False,100,150,140,90,100,90
rayquaza,"['dragon', 'flying']","['dragon', 'electric', 'ice', 'fairy', 'rock']",['rayquaza'],3,True,False,105,150,90,95,150,90
jirachi,"['steel', 'psychic']","['fire', 'dark', 'ghost', 'ground', 'bug', 'fighting']",['jirachi'],3,False,True,100,100,100,100,100,100
deoxys-normal,['psychic'],"['dark', 'ghost', 'bug']",['deoxys'],3,False,True,50,150,50,150,150,50
turtwig,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['turtwig', 'grotle', 'torterra']",4,False,False,55,68,64,31,45,55
grotle,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['turtwig', 'grotle', 'torterra']",4,False,False,75,89,85,36,55,65
torterra,"['grass', 'ground']","['fire', 'poison', 'ice', 'water', 'flying', 'grass', 'bug']","['turtwig', 'grotle', 'torterra']",4,False,False,95,109,105,56,75,85
chimchar,['fire'],"['water', 'rock', 'ground']","['chimchar', 'monferno', 'infernape']",4,False,False,44,58,44,61,58,44
monferno,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['chimchar', 'monferno', 'infernape']",4,False,False,64,78,52,81,78,52
infernape,"['fire', 'fighting']","['psychic', 'water', 'flying', 'ground', 'fairy', 'rock']","['chimchar', 'monferno', 'infernape']",4,False,False,76,104,71,108,104,71
piplup,['water'],"['electric', 'grass']","['piplup', 'prinplup', 'empoleon']",4,False,False,53,51,53,40,61,56
prinplup,['water'],"['electric', 'grass']","['piplup', 'prinplup', 'empoleon']",4,False,False,64,66,68,50,81,76
empoleon,"['water', 'steel']","['fire', 'electric', 'grass', 'ground', 'fighting']","['piplup', 'prinplup', 'empoleon']",4,False,False,84,86,88,60,111,101
starly,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['starly', 'staravia', 'staraptor']",4,False,False,40,55,30,60,30,30
staravia,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['starly', 'staravia', 'staraptor']",4,False,False,55,75,50,80,40,40
staraptor,"['normal', 'flying']","['ice', 'rock', 'fighting', 'electric']","['starly', 'staravia', 'staraptor']",4,False,False,85,120,70,100,50,60
bidoof,['normal'],['fighting'],"['bidoof', 'bibarel']",4,False,False,59,45,40,31,35,40
bibarel,"['normal', 'water']","['electric', 'fighting', 'grass']","['bidoof', 'bibarel']",4,False,False,79,85,60,71,55,60
kricketot,['bug'],"['fire', 'rock', 'flying']","['kricketot', 'kricketune']",4,False,False,37,25,41,25,25,41
kricketune,['bug'],"['fire', 'rock', 'flying']","['kricketot', 'kricketune']",4,False,False,77,85,51,65,55,51
shinx,['electric'],['ground'],"['shinx', 'luxio', 'luxray']",4,False,False,45,65,34,45,40,34
luxio,['electric'],['ground'],"['shinx', 'luxio', 'luxray']",4,False,False,60,85,49,60,60,49
luxray,['electric'],['ground'],"['shinx', 'luxio', 'luxray']",4,False,False,80,120,79,70,95,79
budew,"['grass', 'poison']","['fire', 'poison', 'psychic', 'ice', 'flying', 'ground', 'bug']","['budew', 'roselia', 'roserade']",4,False,False,40,30,35,55,50,70
roserade,"['grass', 'poison']","['fire', 'poison', 'psychic', 'ice', 'flying', 'ground', 'bug']","['budew', 'roselia', 'roserade']",4,False,False,60,70,65,90,125,105
cranidos,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['cranidos', 'rampardos']",4,False,False,67,125,40,58,30,30
rampardos,['rock'],"['water', 'ground', 'steel', 'grass', 'fighting']","['cranidos', 'rampardos']",4,False,False,97,165,60,58,65,50
shieldon,"['rock', 'steel']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['shieldon', 'bastiodon']",4,False,False,30,42,118,30,42,88
bastiodon,"['rock', 'steel']","['fire', 'water', 'ground', 'steel', 'grass', 'fighting']","['shieldon', 'bastiodon']",4,False,False,60,52,168,30,47,138
burmy,['bug'],"['fire', 'rock', 'flying']","['burmy', 'wormadam']",4,False,False,40,29,45,36,29,45
wormadam-plant,"['bug', 'grass']","['fire', 'poison', 'ice', 'flying', 'bug', 'rock']","['burmy', 'wormadam']",4,False,False,60,59,85,36,79,105
mothim,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['burmy', 'wormadam']",4,False,False,70,94,50,66,94,50
combee,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['combee', 'vespiquen']",4,False,False,30,30,42,70,30,42
vespiquen,"['bug', 'flying']","['fire', 'electric', 'ice', 'flying', 'rock']","['combee', 'vespiquen']",4,False,False,70,80,102,40,80,102
pachirisu,['electric'],['ground'],['pachirisu'],4,False,False,60,45,70,95,45,90
buizel,['water'],"['electric', 'grass']","['buizel', 'floatzel']",4,False,False,55,65,35,85,60,30
floatzel,['water'],"['electric', 'grass']","['buizel', 'floatzel']",4,False,False,85,105,55,115,85,50
cherubi,['grass'],"['fire', 'poison', 'ice', 'flying', 'bug']","['cherubi', 'cherrim']",4,False,False,45,35,45,35,62,53
